Date;Year;Month;Day;Clients;Holiday;Vacation;Closed_restaurants
2020-07-12;2020;July;Sunday;210;False;False;0
2020-07-13;2020;July;Monday;0;False;True;0
2020-07-14;2020;July;Tuesday;0;False;True;0
2020-07-15;2020;July;Wednesday;77;False;False;0
2020-07-16;2020;July;Thursday;84;False;False;0
2020-07-17;2020;July;Friday;117;False;False;0
2020-07-18;2020;July;Saturday;238;False;False;0
2020-07-19;2020;July;Sunday;209;False;False;0
2020-07-20;2020;July;Monday;0;False;True;0
2020-07-21;2020;July;Tuesday;0;False;True;0
2020-07-22;2020;July;Wednesday;88;False;False;0
2020-07-23;2020;July;Thursday;82;False;False;0
2020-07-24;2020;July;Friday;116;False;False;0
2020-07-25;2020;July;Saturday;218;False;False;0
2020-07-26;2020;July;Sunday;234;False;False;0
2020-07-27;2020;July;Monday;0;False;True;0
2020-07-28;2020;July;Tuesday;0;False;True;0
2020-07-29;2020;July;Wednesday;83;False;False;0
2020-07-30;2020;July;Thursday;62;False;False;0
2020-07-31;2020;July;Friday;112;False;False;0
2020-08-01;2020;August;Saturday;225;False;False;0
2020-08-02;2020;August;Sunday;222;False;False;0
2020-08-03;2020;August;Monday;0;False;True;0
2020-08-04;2020;August;Tuesday;0;False;True;0
2020-08-05;2020;August;Wednesday;96;False;False;0
2020-08-06;2020;August;Thursday;97;False;False;0
2020-08-07;2020;August;Friday;134;False;False;0
2020-08-08;2020;August;Saturday;246;False;False;0
2020-08-09;2020;August;Sunday;227;False;False;0
2020-08-10;2020;August;Monday;0;False;True;0
2020-08-11;2020;August;Tuesday;0;False;True;0
2020-08-12;2020;August;Wednesday;88;False;False;0
2020-08-13;2020;August;Thursday;81;False;False;0
2020-08-14;2020;August;Friday;138;False;False;0
2020-08-15;2020;August;Saturday;170;True;False;0
2020-08-16;2020;August;Sunday;256;False;False;4
2020-08-17;2020;August;Monday;0;False;True;4
2020-08-18;2020;August;Tuesday;0;False;True;4
2020-08-19;2020;August;Wednesday;96;False;False;4
2020-08-20;2020;August;Thursday;80;False;False;4
2020-08-21;2020;August;Friday;134;False;False;4
2020-08-22;2020;August;Saturday;230;False;False;4
2020-08-23;2020;August;Sunday;258;False;False;4
2020-08-24;2020;August;Monday;0;False;True;4
2020-08-25;2020;August;Tuesday;0;False;True;4
2020-08-26;2020;August;Wednesday;65;False;False;4
2020-08-27;2020;August;Thursday;93;False;False;4
2020-08-28;2020;August;Friday;135;False;False;4
2020-08-29;2020;August;Saturday;238;False;False;4
2020-08-30;2020;August;Sunday;251;False;False;4
2020-08-31;2020;August;Monday;0;False;True;0
2020-09-01;2020;September;Tuesday;0;False;True;0
2020-09-02;2020;September;Wednesday;50;False;False;0
2020-09-03;2020;September;Thursday;43;False;False;0
2020-09-04;2020;September;Friday;109;False;False;0
2020-09-05;2020;September;Saturday;193;False;False;0
2020-09-06;2020;September;Sunday;181;False;False;0
2020-09-07;2020;September;Monday;0;False;True;0
2020-09-08;2020;September;Tuesday;0;False;True;0
2020-09-09;2020;September;Wednesday;48;False;False;0
2020-09-10;2020;September;Thursday;41;False;False;0
2020-09-11;2020;September;Friday;112;False;False;0
2020-09-12;2020;September;Saturday;200;False;False;0
2020-09-13;2020;September;Sunday;192;False;False;0
2020-09-14;2020;September;Monday;0;False;True;0
2020-09-15;2020;September;Tuesday;0;False;True;0
2020-09-16;2020;September;Wednesday;55;False;False;0
2020-09-17;2020;September;Thursday;44;False;False;0
2020-09-18;2020;September;Friday;113;False;False;0
2020-09-19;2020;September;Saturday;186;False;False;0
2020-09-20;2020;September;Sunday;204;False;False;0
2020-09-21;2020;September;Monday;0;False;True;0
2020-09-22;2020;September;Tuesday;0;False;True;0
2020-09-23;2020;September;Wednesday;34;False;False;0
2020-09-24;2020;September;Thursday;36;False;False;0
2020-09-25;2020;September;Friday;77;False;False;0
2020-09-26;2020;September;Saturday;203;False;False;0
2020-09-27;2020;September;Sunday;219;False;False;0
2020-09-28;2020;September;Monday;0;False;True;0
2020-09-29;2020;September;Tuesday;0;False;True;0
2020-09-30;2020;September;Wednesday;32;False;False;0
2020-10-01;2020;October;Thursday;30;False;False;0
2020-10-02;2020;October;Friday;105;False;False;0
2020-10-03;2020;October;Saturday;213;False;False;0
2020-10-04;2020;October;Sunday;207;False;False;0
2020-10-05;2020;October;Monday;0;False;True;0
2020-10-06;2020;October;Tuesday;0;False;True;0
2020-10-07;2020;October;Wednesday;50;False;False;0
2020-10-08;2020;October;Thursday;60;False;False;0
2020-10-09;2020;October;Friday;97;False;False;0
2020-10-10;2020;October;Saturday;184;False;False;0
2020-10-11;2020;October;Sunday;182;False;False;0
2020-10-12;2020;October;Monday;0;False;True;0
2020-10-13;2020;October;Tuesday;0;False;True;0
2020-10-14;2020;October;Wednesday;47;False;False;0
2020-10-15;2020;October;Thursday;31;False;False;0
2020-10-16;2020;October;Friday;86;False;False;0
2020-10-17;2020;October;Saturday;219;False;False;0
2020-10-18;2020;October;Sunday;208;False;False;0
2020-10-19;2020;October;Monday;0;False;True;0
2020-10-20;2020;October;Tuesday;0;False;True;0
2020-10-21;2020;October;Wednesday;51;False;False;0
2020-10-22;2020;October;Thursday;36;False;False;0
2020-10-23;2020;October;Friday;86;False;False;0
2020-10-24;2020;October;Saturday;219;False;False;0
2020-10-25;2020;October;Sunday;202;False;False;0
2020-10-26;2020;October;Monday;0;False;True;0
2020-10-27;2020;October;Tuesday;0;False;True;0
2020-10-28;2020;October;Wednesday;52;False;False;0
2020-10-29;2020;October;Thursday;39;False;False;0
2020-10-30;2020;October;Friday;107;False;False;0
2020-10-31;2020;October;Saturday;181;False;False;0
2020-11-01;2020;November;Sunday;186;True;False;0
2020-11-02;2020;November;Monday;0;False;True;0
2020-11-03;2020;November;Tuesday;0;False;True;0
2020-11-04;2020;November;Wednesday;51;False;False;0
2020-11-05;2020;November;Thursday;49;False;False;0
2020-11-06;2020;November;Friday;84;False;False;0
2020-11-07;2020;November;Saturday;220;False;False;0
2020-11-08;2020;November;Sunday;198;False;False;0
2020-11-09;2020;November;Monday;0;False;True;0
2020-11-10;2020;November;Tuesday;0;False;True;0
2020-11-11;2020;November;Wednesday;49;False;False;0
2020-11-12;2020;November;Thursday;43;False;False;0
2020-11-13;2020;November;Friday;107;False;False;0
2020-11-14;2020;November;Saturday;201;False;False;0
2020-11-15;2020;November;Sunday;212;False;False;0
2020-11-16;2020;November;Monday;0;False;True;0
2020-11-17;2020;November;Tuesday;0;False;True;0
2020-11-18;2020;November;Wednesday;52;False;False;0
2020-11-19;2020;November;Thursday;44;False;False;0
2020-11-20;2020;November;Friday;108;False;False;0
2020-11-21;2020;November;Saturday;211;False;False;0
2020-11-22;2020;November;Sunday;215;False;False;0
2020-11-23;2020;November;Monday;0;False;True;0
2020-11-24;2020;November;Tuesday;0;False;True;0
2020-11-25;2020;November;Wednesday;50;False;False;0
2020-11-26;2020;November;Thursday;55;False;False;0
2020-11-27;2020;November;Friday;113;False;False;0
2020-11-28;2020;November;Saturday;187;False;False;0
2020-11-29;2020;November;Sunday;201;False;False;0
2020-11-30;2020;November;Monday;0;False;True;0
2020-12-01;2020;December;Tuesday;0;False;True;0
2020-12-02;2020;December;Wednesday;95;False;False;0
2020-12-03;2020;December;Thursday;89;False;False;0
2020-12-04;2020;December;Friday;138;False;False;0
2020-12-05;2020;December;Saturday;216;False;False;0
2020-12-06;2020;December;Sunday;216;False;False;0
2020-12-07;2020;December;Monday;0;False;True;0
2020-12-08;2020;December;Tuesday;77;True;False;0
2020-12-09;2020;December;Wednesday;81;False;False;0
2020-12-10;2020;December;Thursday;99;False;False;0
2020-12-11;2020;December;Friday;104;False;False;0
2020-12-12;2020;December;Saturday;251;False;False;0
2020-12-13;2020;December;Sunday;212;False;False;0
2020-12-14;2020;December;Monday;0;False;True;0
2020-12-15;2020;December;Tuesday;0;False;True;0
2020-12-16;2020;December;Wednesday;78;False;False;0
2020-12-17;2020;December;Thursday;73;False;False;0
2020-12-18;2020;December;Friday;102;False;False;0
2020-12-19;2020;December;Saturday;232;False;False;0
2020-12-20;2020;December;Sunday;247;False;False;0
2020-12-21;2020;December;Monday;0;False;True;0
2020-12-22;2020;December;Tuesday;0;False;True;0
2020-12-23;2020;December;Wednesday;91;False;False;0
2020-12-24;2020;December;Thursday;151;True;False;0
2020-12-25;2020;December;Friday;166;True;False;0
2020-12-26;2020;December;Saturday;151;True;False;0
2020-12-27;2020;December;Sunday;242;False;False;0
2020-12-28;2020;December;Monday;0;False;True;0
2020-12-29;2020;December;Tuesday;0;False;True;0
2020-12-30;2020;December;Wednesday;99;False;False;0
2020-12-31;2020;December;Thursday;210;True;False;0
2021-01-01;2021;January;Friday;65;True;False;0
2021-01-02;2021;January;Saturday;181;False;False;0
2021-01-03;2021;January;Sunday;214;False;False;0
2021-01-04;2021;January;Monday;0;False;True;0
2021-01-05;2021;January;Tuesday;0;False;True;0
2021-01-06;2021;January;Wednesday;0;True;True;0
2021-01-07;2021;January;Thursday;0;False;True;0
2021-01-08;2021;January;Friday;0;False;True;0
2021-01-09;2021;January;Saturday;0;False;True;0
2021-01-10;2021;January;Sunday;0;False;True;0
2021-01-11;2021;January;Monday;0;False;True;0
2021-01-12;2021;January;Tuesday;0;False;True;3
2021-01-13;2021;January;Wednesday;0;False;True;3
2021-01-14;2021;January;Thursday;0;False;True;3
2021-01-15;2021;January;Friday;113;False;False;3
2021-01-16;2021;January;Saturday;204;False;False;3
2021-01-17;2021;January;Sunday;216;False;False;3
2021-01-18;2021;January;Monday;0;False;True;4
2021-01-19;2021;January;Tuesday;0;False;True;4
2021-01-20;2021;January;Wednesday;32;False;False;4
2021-01-21;2021;January;Thursday;41;False;False;4
2021-01-22;2021;January;Friday;88;False;False;4
2021-01-23;2021;January;Saturday;180;False;False;4
2021-01-24;2021;January;Sunday;189;False;False;4
2021-01-25;2021;January;Monday;0;False;True;0
2021-01-26;2021;January;Tuesday;0;False;True;0
2021-01-27;2021;January;Wednesday;57;False;False;0
2021-01-28;2021;January;Thursday;51;False;False;0
2021-01-29;2021;January;Friday;92;False;False;0
2021-01-30;2021;January;Saturday;181;False;False;0
2021-01-31;2021;January;Sunday;182;False;False;0
2021-02-01;2021;February;Monday;0;False;True;0
2021-02-02;2021;February;Tuesday;0;False;True;0
2021-02-03;2021;February;Wednesday;51;False;False;0
2021-02-04;2021;February;Thursday;46;False;False;0
2021-02-05;2021;February;Friday;98;False;False;0
2021-02-06;2021;February;Saturday;203;False;False;0
2021-02-07;2021;February;Sunday;216;False;False;0
2021-02-08;2021;February;Monday;0;False;True;0
2021-02-09;2021;February;Tuesday;0;False;True;0
2021-02-10;2021;February;Wednesday;57;False;False;0
2021-02-11;2021;February;Thursday;40;False;False;0
2021-02-12;2021;February;Friday;73;False;False;0
2021-02-13;2021;February;Saturday;183;False;False;0
2021-02-14;2021;February;Sunday;184;True;False;0
2021-02-15;2021;February;Monday;0;False;True;0
2021-02-16;2021;February;Tuesday;0;False;True;0
2021-02-17;2021;February;Wednesday;48;False;False;0
2021-02-18;2021;February;Thursday;46;False;False;0
2021-02-19;2021;February;Friday;91;False;False;0
2021-02-20;2021;February;Saturday;206;False;False;0
2021-02-21;2021;February;Sunday;206;False;False;0
2021-02-22;2021;February;Monday;0;False;True;0
2021-02-23;2021;February;Tuesday;0;False;True;0
2021-02-24;2021;February;Wednesday;52;False;False;0
2021-02-25;2021;February;Thursday;52;False;False;0
2021-02-26;2021;February;Friday;102;False;False;0
2021-02-27;2021;February;Saturday;220;False;False;0
2021-02-28;2021;February;Sunday;199;False;False;0
2021-03-01;2021;March;Monday;0;False;True;0
2021-03-02;2021;March;Tuesday;0;False;True;0
2021-03-03;2021;March;Wednesday;56;False;False;0
2021-03-04;2021;March;Thursday;32;False;False;0
2021-03-05;2021;March;Friday;107;False;False;0
2021-03-06;2021;March;Saturday;185;False;False;0
2021-03-07;2021;March;Sunday;188;False;False;0
2021-03-08;2021;March;Monday;79;True;False;0
2021-03-09;2021;March;Tuesday;0;False;True;0
2021-03-10;2021;March;Wednesday;49;False;False;0
2021-03-11;2021;March;Thursday;56;False;False;0
2021-03-12;2021;March;Friday;108;False;False;0
2021-03-13;2021;March;Saturday;201;False;False;0
2021-03-14;2021;March;Sunday;214;False;False;0
2021-03-15;2021;March;Monday;0;False;True;0
2021-03-16;2021;March;Tuesday;0;False;True;0
2021-03-17;2021;March;Wednesday;46;False;False;0
2021-03-18;2021;March;Thursday;36;False;False;0
2021-03-19;2021;March;Friday;110;False;False;0
2021-03-20;2021;March;Saturday;192;False;False;0
2021-03-21;2021;March;Sunday;201;False;False;0
2021-03-22;2021;March;Monday;0;False;True;0
2021-03-23;2021;March;Tuesday;0;False;True;0
2021-03-24;2021;March;Wednesday;33;False;False;0
2021-03-25;2021;March;Thursday;44;False;False;0
2021-03-26;2021;March;Friday;73;False;False;0
2021-03-27;2021;March;Saturday;206;False;False;0
2021-03-28;2021;March;Sunday;188;False;False;0
2021-03-29;2021;March;Monday;0;False;True;0
2021-03-30;2021;March;Tuesday;0;False;True;0
2021-03-31;2021;March;Wednesday;49;False;False;0
2021-04-01;2021;April;Thursday;42;False;False;0
2021-04-02;2021;April;Friday;108;False;False;0
2021-04-03;2021;April;Saturday;184;False;False;0
2021-04-04;2021;April;Sunday;172;False;False;0
2021-04-05;2021;April;Monday;153;False;False;0
2021-04-06;2021;April;Tuesday;0;False;True;0
2021-04-07;2021;April;Wednesday;35;False;False;0
2021-04-08;2021;April;Thursday;39;False;False;0
2021-04-09;2021;April;Friday;109;True;False;0
2021-04-10;2021;April;Saturday;189;True;False;0
2021-04-11;2021;April;Sunday;216;False;False;0
2021-04-12;2021;April;Monday;0;False;True;0
2021-04-13;2021;April;Tuesday;0;False;True;0
2021-04-14;2021;April;Wednesday;31;False;False;0
2021-04-15;2021;April;Thursday;43;False;False;0
2021-04-16;2021;April;Friday;114;False;False;0
2021-04-17;2021;April;Saturday;191;False;False;0
2021-04-18;2021;April;Sunday;188;False;False;0
2021-04-19;2021;April;Monday;0;False;True;0
2021-04-20;2021;April;Tuesday;0;False;True;0
2021-04-21;2021;April;Wednesday;58;False;False;0
2021-04-22;2021;April;Thursday;41;False;False;0
2021-04-23;2021;April;Friday;117;False;False;0
2021-04-24;2021;April;Saturday;181;False;False;0
2021-04-25;2021;April;Sunday;182;True;False;0
2021-04-26;2021;April;Monday;0;False;True;0
2021-04-27;2021;April;Tuesday;0;False;True;0
2021-04-28;2021;April;Wednesday;55;False;False;0
2021-04-29;2021;April;Thursday;58;False;False;0
2021-04-30;2021;April;Friday;96;False;False;0
2021-05-01;2021;May;Saturday;213;True;False;0
2021-05-02;2021;May;Sunday;196;False;False;0
2021-05-03;2021;May;Monday;0;False;True;0
2021-05-04;2021;May;Tuesday;0;False;True;0
2021-05-05;2021;May;Wednesday;44;False;False;0
2021-05-06;2021;May;Thursday;60;False;False;0
2021-05-07;2021;May;Friday;95;False;False;0
2021-05-08;2021;May;Saturday;183;False;False;0
2021-05-09;2021;May;Sunday;195;False;False;0
2021-05-10;2021;May;Monday;0;False;True;0
2021-05-11;2021;May;Tuesday;0;False;True;0
2021-05-12;2021;May;Wednesday;40;False;False;0
2021-05-13;2021;May;Thursday;57;False;False;0
2021-05-14;2021;May;Friday;103;False;False;0
2021-05-15;2021;May;Saturday;182;False;False;0
2021-05-16;2021;May;Sunday;204;False;False;0
2021-05-17;2021;May;Monday;0;False;True;0
2021-05-18;2021;May;Tuesday;0;False;True;0
2021-05-19;2021;May;Wednesday;53;False;False;0
2021-05-20;2021;May;Thursday;39;False;False;0
2021-05-21;2021;May;Friday;87;False;False;0
2021-05-22;2021;May;Saturday;201;False;False;0
2021-05-23;2021;May;Sunday;214;False;False;0
2021-05-24;2021;May;Monday;0;False;True;0
2021-05-25;2021;May;Tuesday;0;False;True;0
2021-05-26;2021;May;Wednesday;41;False;False;0
2021-05-27;2021;May;Thursday;37;False;False;0
2021-05-28;2021;May;Friday;95;False;False;0
2021-05-29;2021;May;Saturday;207;False;False;0
2021-05-30;2021;May;Sunday;194;False;False;0
2021-05-31;2021;May;Monday;0;False;True;0
2021-06-01;2021;June;Tuesday;0;False;True;0
2021-06-02;2021;June;Wednesday;100;True;False;0
2021-06-03;2021;June;Thursday;55;False;False;0
2021-06-04;2021;June;Friday;116;False;False;0
2021-06-05;2021;June;Saturday;229;False;False;0
2021-06-06;2021;June;Sunday;184;False;False;0
2021-06-07;2021;June;Monday;0;False;True;0
2021-06-08;2021;June;Tuesday;0;False;True;0
2021-06-09;2021;June;Wednesday;0;False;True;0
2021-06-10;2021;June;Thursday;0;False;True;0
2021-06-11;2021;June;Friday;125;False;False;0
2021-06-12;2021;June;Saturday;212;False;False;0
2021-06-13;2021;June;Sunday;185;False;False;0
2021-06-14;2021;June;Monday;0;False;True;0
2021-06-15;2021;June;Tuesday;0;False;True;0
2021-06-16;2021;June;Wednesday;50;False;False;0
2021-06-17;2021;June;Thursday;59;False;False;0
2021-06-18;2021;June;Friday;118;False;False;0
2021-06-19;2021;June;Saturday;227;False;False;0
2021-06-20;2021;June;Sunday;219;False;False;0
2021-06-21;2021;June;Monday;0;False;True;0
2021-06-22;2021;June;Tuesday;0;False;True;0
2021-06-23;2021;June;Wednesday;70;False;False;0
2021-06-24;2021;June;Thursday;55;False;False;0
2021-06-25;2021;June;Friday;119;False;False;0
2021-06-26;2021;June;Saturday;189;False;False;0
2021-06-27;2021;June;Sunday;195;False;False;0
2021-06-28;2021;June;Monday;0;False;True;0
2021-06-29;2021;June;Tuesday;0;False;True;0
2021-06-30;2021;June;Wednesday;62;False;False;0
2021-07-01;2021;July;Thursday;79;False;False;0
2021-07-02;2021;July;Friday;128;False;False;0
2021-07-03;2021;July;Saturday;210;False;False;0
2021-07-04;2021;July;Sunday;214;False;False;0
2021-07-05;2021;July;Monday;0;False;True;0
2021-07-06;2021;July;Tuesday;0;False;True;0
2021-07-07;2021;July;Wednesday;84;False;False;0
2021-07-08;2021;July;Thursday;72;False;False;0
2021-07-09;2021;July;Friday;127;False;False;0
2021-07-10;2021;July;Saturday;213;False;False;0
2021-07-11;2021;July;Sunday;201;False;False;0
2021-07-12;2021;July;Monday;0;False;True;0
2021-07-13;2021;July;Tuesday;0;False;True;0
2021-07-14;2021;July;Wednesday;66;False;False;0
2021-07-15;2021;July;Thursday;70;False;False;0
2021-07-16;2021;July;Friday;110;False;False;0
2021-07-17;2021;July;Saturday;239;False;False;0
2021-07-18;2021;July;Sunday;231;False;False;0
2021-07-19;2021;July;Monday;0;False;True;0
2021-07-20;2021;July;Tuesday;0;False;True;0
2021-07-21;2021;July;Wednesday;60;False;False;0
2021-07-22;2021;July;Thursday;77;False;False;0
2021-07-23;2021;July;Friday;140;False;False;0
2021-07-24;2021;July;Saturday;225;False;False;0
2021-07-25;2021;July;Sunday;227;False;False;0
2021-07-26;2021;July;Monday;0;False;True;0
2021-07-27;2021;July;Tuesday;0;False;True;0
2021-07-28;2021;July;Wednesday;63;False;False;0
2021-07-29;2021;July;Thursday;74;False;False;0
2021-07-30;2021;July;Friday;125;False;False;0
2021-07-31;2021;July;Saturday;233;False;False;0
2021-08-01;2021;August;Sunday;257;False;False;0
2021-08-02;2021;August;Monday;0;False;True;0
2021-08-03;2021;August;Tuesday;0;False;True;0
2021-08-04;2021;August;Wednesday;91;False;False;0
2021-08-05;2021;August;Thursday;79;False;False;0
2021-08-06;2021;August;Friday;141;False;False;0
2021-08-07;2021;August;Saturday;244;False;False;0
2021-08-08;2021;August;Sunday;262;False;False;0
2021-08-09;2021;August;Monday;0;False;True;0
2021-08-10;2021;August;Tuesday;0;False;True;0
2021-08-11;2021;August;Wednesday;74;False;False;0
2021-08-12;2021;August;Thursday;81;False;False;0
2021-08-13;2021;August;Friday;134;False;False;0
2021-08-14;2021;August;Saturday;245;False;False;0
2021-08-15;2021;August;Sunday;153;True;False;0
2021-08-16;2021;August;Monday;0;False;True;4
2021-08-17;2021;August;Tuesday;0;False;True;4
2021-08-18;2021;August;Wednesday;97;False;False;4
2021-08-19;2021;August;Thursday;79;False;False;4
2021-08-20;2021;August;Friday;100;False;False;4
2021-08-21;2021;August;Saturday;218;False;False;4
2021-08-22;2021;August;Sunday;242;False;False;4
2021-08-23;2021;August;Monday;0;False;True;4
2021-08-24;2021;August;Tuesday;0;False;True;4
2021-08-25;2021;August;Wednesday;70;False;False;4
2021-08-26;2021;August;Thursday;97;False;False;4
2021-08-27;2021;August;Friday;142;False;False;4
2021-08-28;2021;August;Saturday;230;False;False;4
2021-08-29;2021;August;Sunday;262;False;False;4
2021-08-30;2021;August;Monday;0;False;True;0
2021-08-31;2021;August;Tuesday;0;False;True;0
2021-09-01;2021;September;Wednesday;57;False;False;0
2021-09-02;2021;September;Thursday;39;False;False;0
2021-09-03;2021;September;Friday;115;False;False;0
2021-09-04;2021;September;Saturday;185;False;False;0
2021-09-05;2021;September;Sunday;210;False;False;0
2021-09-06;2021;September;Monday;0;False;True;0
2021-09-07;2021;September;Tuesday;0;False;True;0
2021-09-08;2021;September;Wednesday;54;False;False;0
2021-09-09;2021;September;Thursday;51;False;False;0
2021-09-10;2021;September;Friday;77;False;False;0
2021-09-11;2021;September;Saturday;201;False;False;0
2021-09-12;2021;September;Sunday;216;False;False;0
2021-09-13;2021;September;Monday;0;False;True;0
2021-09-14;2021;September;Tuesday;0;False;True;0
2021-09-15;2021;September;Wednesday;42;False;False;0
2021-09-16;2021;September;Thursday;44;False;False;0
2021-09-17;2021;September;Friday;103;False;False;0
2021-09-18;2021;September;Saturday;216;False;False;0
2021-09-19;2021;September;Sunday;192;False;False;0
2021-09-20;2021;September;Monday;0;False;True;0
2021-09-21;2021;September;Tuesday;0;False;True;0
2021-09-22;2021;September;Wednesday;42;False;False;0
2021-09-23;2021;September;Thursday;50;False;False;0
2021-09-24;2021;September;Friday;118;False;False;0
2021-09-25;2021;September;Saturday;194;False;False;0
2021-09-26;2021;September;Sunday;208;False;False;0
2021-09-27;2021;September;Monday;0;False;True;0
2021-09-28;2021;September;Tuesday;0;False;True;0
2021-09-29;2021;September;Wednesday;54;False;False;0
2021-09-30;2021;September;Thursday;31;False;False;0
2021-10-01;2021;October;Friday;104;False;False;0
2021-10-02;2021;October;Saturday;192;False;False;0
2021-10-03;2021;October;Sunday;186;False;False;0
2021-10-04;2021;October;Monday;0;False;True;0
2021-10-05;2021;October;Tuesday;0;False;True;0
2021-10-06;2021;October;Wednesday;31;False;False;0
2021-10-07;2021;October;Thursday;43;False;False;0
2021-10-08;2021;October;Friday;89;False;False;0
2021-10-09;2021;October;Saturday;207;False;False;0
2021-10-10;2021;October;Sunday;195;False;False;0
2021-10-11;2021;October;Monday;0;False;True;0
2021-10-12;2021;October;Tuesday;0;False;True;0
2021-10-13;2021;October;Wednesday;41;False;False;0
2021-10-14;2021;October;Thursday;56;False;False;0
2021-10-15;2021;October;Friday;97;False;False;0
2021-10-16;2021;October;Saturday;198;False;False;0
2021-10-17;2021;October;Sunday;187;False;False;0
2021-10-18;2021;October;Monday;0;False;True;0
2021-10-19;2021;October;Tuesday;0;False;True;0
2021-10-20;2021;October;Wednesday;36;False;False;0
2021-10-21;2021;October;Thursday;37;False;False;0
2021-10-22;2021;October;Friday;105;False;False;0
2021-10-23;2021;October;Saturday;207;False;False;0
2021-10-24;2021;October;Sunday;187;False;False;0
2021-10-25;2021;October;Monday;0;False;True;0
2021-10-26;2021;October;Tuesday;0;False;True;0
2021-10-27;2021;October;Wednesday;43;False;False;0
2021-10-28;2021;October;Thursday;30;False;False;0
2021-10-29;2021;October;Friday;94;False;False;0
2021-10-30;2021;October;Saturday;188;False;False;0
2021-10-31;2021;October;Sunday;204;False;False;0
2021-11-01;2021;November;Monday;82;True;False;0
2021-11-02;2021;November;Tuesday;0;False;True;0
2021-11-03;2021;November;Wednesday;48;False;False;0
2021-11-04;2021;November;Thursday;50;False;False;0
2021-11-05;2021;November;Friday;119;False;False;0
2021-11-06;2021;November;Saturday;180;False;False;0
2021-11-07;2021;November;Sunday;213;False;False;0
2021-11-08;2021;November;Monday;0;False;True;0
2021-11-09;2021;November;Tuesday;0;False;True;0
2021-11-10;2021;November;Wednesday;60;False;False;0
2021-11-11;2021;November;Thursday;47;False;False;0
2021-11-12;2021;November;Friday;107;False;False;0
